component,A,phi_deg,bias
l_qx,-1.1322216891649344e-06,-10.330134122584541,-0.04685998072538624
l_qy,1.243207280447552e-06,95.68502062762354,0.03328960869755346
r_qx,-1.132507855265084e-06,10.136837896770839,0.04686552604681519
r_qy,1.2433062902491138e-06,84.09174392723168,0.0333123170236768
