step,time_s,red_score,looming,visible,attack,mode,danger_score,forward_velocity,dragonfly_state
11620,1.1619999999998885,0.0,0.0,False,False,normal,0.0,9.744223364993946,rest
11621,1.1620999999998884,0.0,0.0,False,False,normal,0.0,9.744543391157201,rest
11622,1.1621999999998884,0.0,0.0,False,False,normal,0.0,9.744870400009628,rest
11623,1.1622999999998884,0.0,0.0,False,False,normal,0.0,9.745204037783816,rest
11624,1.1623999999998884,0.0,0.0,False,False,normal,0.0,9.745544987529108,rest
11625,1.1624999999998884,0.0,0.0,False,False,normal,0.0,9.74589340987044,rest
11626,1.1625999999998884,0.0,0.0,False,False,normal,0.0,9.746249295860952,rest
11627,1.1626999999998884,0.0,0.0,False,False,normal,0.0,9.746612566808654,rest
11628,1.1627999999998884,0.0,0.0,False,False,normal,0.0,9.746983094883028,rest
11629,1.1628999999998884,0.0,0.0,False,False,normal,0.0,9.747360695293867,rest
11630,1.1629999999998883,0.0,0.0,False,False,normal,0.0,9.747745115297453,rest
11631,1.1630999999998883,0.0,0.0,False,False,normal,0.0,9.748136032948025,rest
11632,1.1631999999998883,0.0,0.0,False,False,normal,0.0,9.748533070244711,rest
11633,1.1632999999998883,0.0,0.0,False,False,normal,0.0,9.748936760565694,rest
11634,1.1633999999998883,0.0,0.0,False,False,normal,0.0,9.749347207869041,rest
11635,1.1634999999998883,0.0,0.0,False,False,normal,0.0,9.749764414079312,rest
11636,1.1635999999998883,0.0,0.0,False,False,normal,0.0,9.750188363292784,rest
11637,1.1636999999998883,0.0,0.0,False,False,normal,0.0,9.750619027500138,rest
11638,1.1637999999998883,0.0,0.0,False,False,normal,0.0,9.751056343761007,rest
11639,1.1638999999998882,0.0,0.0,False,False,normal,0.0,9.751500188723872,rest
11640,1.1639999999998882,0.0,0.0,False,False,normal,0.0,9.751950364370236,rest
11641,1.1640999999998882,0.0,0.0,False,False,normal,0.0,9.752406600520505,rest
11642,1.1641999999998882,0.0,0.0,False,False,normal,0.0,9.752869360983038,rest
11643,1.1642999999998882,0.0,0.0,False,False,normal,0.0,9.753338765335597,rest
11644,1.1643999999998882,0.0,0.0,False,False,normal,0.0,9.753814824117716,rest
11645,1.1644999999998882,0.0,0.0,False,False,normal,0.0,9.754297514353231,rest
11646,1.1645999999998882,0.0,0.0,False,False,normal,0.0,9.754786790597702,rest
11647,1.1646999999998882,0.0,0.0,False,False,normal,0.0,9.755282565267716,rest
11648,1.1647999999998881,0.0,0.0,False,False,normal,0.0,9.755784686921318,rest
11649,1.1648999999998881,0.0,0.0,False,False,normal,0.0,9.75629292944219,rest
11650,1.1649999999998881,0.0,0.0,False,False,normal,0.0,9.756806996939716,rest
11651,1.1650999999998881,0.0,0.0,False,False,normal,0.0,9.75732654355111,rest
11652,1.165199999999888,0.0,0.0,False,False,normal,0.0,9.757851878707589,rest
11653,1.165299999999888,0.0,0.0,False,False,normal,0.0,9.75838306718346,rest
11654,1.165399999999888,0.0,0.0,False,False,normal,0.0,9.758920113839261,rest
11655,1.165499999999888,0.0,0.0,False,False,normal,0.0,9.759463059367665,rest
11656,1.165599999999888,0.0,0.0,False,False,normal,0.0,9.76001195849104,rest
11657,1.165699999999888,0.0,0.0,False,False,normal,0.0,9.760566830028019,rest
11658,1.165799999999888,0.0,0.0,False,False,normal,0.0,9.761127598171852,rest
11659,1.165899999999888,0.0,0.0,False,False,normal,0.0,9.761694098896035,rest
11660,1.165999999999888,0.0,0.0,False,False,normal,0.0,9.76226608247064,rest
11661,1.166099999999888,0.0,0.0,False,False,normal,0.0,9.762843230476113,rest
11662,1.166199999999888,0.0,0.0,False,False,normal,0.0,9.763425768450755,rest
11663,1.166299999999888,0.0,0.0,False,False,normal,0.0,9.764013782160104,rest
11664,1.166399999999888,0.0,0.0,False,False,normal,0.0,9.764607358333732,rest
11665,1.166499999999888,0.0,0.0,False,False,normal,0.0,9.765206599385081,rest
11666,1.166599999999888,0.0,0.0,False,False,normal,0.0,9.765811579823092,rest
11667,1.166699999999888,0.0,0.0,False,False,normal,0.0,9.766422281778937,rest
11668,1.166799999999888,0.0,0.0,False,False,normal,0.0,9.767038539188654,rest
11669,1.166899999999888,0.0,0.0,False,False,normal,0.0,9.767660008184706,rest
11670,1.166999999999888,0.0,0.0,False,False,normal,0.0,9.768286240920753,rest
11671,1.167099999999888,0.0,0.0,False,False,normal,0.0,9.768916727785035,rest
11672,1.1671999999998879,0.0,0.0,False,False,normal,0.0,9.769551569379063,rest
11673,1.1672999999998879,0.0,0.0,False,False,normal,0.0,9.770190838696236,rest
11674,1.1673999999998879,0.0,0.0,False,False,normal,0.0,9.77083468113985,rest
11675,1.1674999999998878,0.0,0.0,False,False,normal,0.0,9.771483481044395,rest
11676,1.1675999999998878,0.0,0.0,False,False,normal,0.0,9.772137714407414,rest
11677,1.1676999999998878,0.0,0.0,False,False,normal,0.0,9.772797834669891,rest
11678,1.1677999999998878,0.0,0.0,False,False,normal,0.0,9.773464214181733,rest
11679,1.1678999999998878,0.0,0.0,False,False,normal,0.0,9.774137122947067,rest
11680,1.1679999999998878,0.0,0.0,False,False,normal,0.0,9.7748167277046,rest
11681,1.1680999999998878,0.0,0.0,False,False,normal,0.0,9.775503100405997,rest
11682,1.1681999999998878,0.0,0.0,False,False,normal,0.0,9.776196230442606,rest
11683,1.1682999999998878,0.0,0.0,False,False,normal,0.0,9.776896502484064,rest
11684,1.1683999999998878,0.0,0.0,False,False,normal,0.0,9.77760431956426,rest
11685,1.1684999999998877,0.0,0.0,False,False,normal,0.0,9.7783198608452,rest
11686,1.1685999999998877,0.0,0.0,False,False,normal,0.0,9.779043393395744,rest
11687,1.1686999999998877,0.0,0.0,False,False,normal,0.0,9.779775098241062,rest
11688,1.1687999999998877,0.0,0.0,False,False,normal,0.0,9.780514965965656,rest
11689,1.1688999999998877,0.0,0.0,False,False,normal,0.0,9.781262765816784,rest
11690,1.1689999999998877,0.0,0.0,False,False,normal,0.0,9.782018103078885,rest
11691,1.1690999999998877,0.0,0.0,False,False,normal,0.0,9.782780504148235,rest
11692,1.1691999999998877,0.0,0.0,False,False,normal,0.0,9.783549497762007,rest
11693,1.1692999999998877,0.0,0.0,False,False,normal,0.0,9.784324673722027,rest
11694,1.1693999999998876,0.0,0.0,False,False,normal,0.0,9.785105746967039,rest
11695,1.1694999999998876,0.0,0.0,False,False,normal,0.0,9.78589268382224,rest
11696,1.1695999999998876,0.0,0.0,False,False,normal,0.0,9.786685704534468,rest
11697,1.1696999999998876,0.0,0.0,False,False,normal,0.0,9.787485165522945,rest
11698,1.1697999999998876,0.0,0.0,False,False,normal,0.0,9.788291410126874,rest
11699,1.1698999999998876,0.0,0.0,False,False,normal,0.0,9.789104673366445,rest
11700,1.1699999999998876,0.0,0.0,False,False,normal,0.0,9.7899250364433,rest
11701,1.1700999999998876,0.0,0.0,False,False,normal,0.0,9.790752421424793,rest
11702,1.1701999999998876,0.0,0.0,False,False,normal,0.0,9.791585820868601,rest
11703,1.1702999999998875,0.0,0.0,False,False,normal,0.0,9.792424197871634,rest
11704,1.1703999999998875,0.0,0.0,False,False,normal,0.0,9.793266550427191,rest
11705,1.1704999999998875,0.0,0.0,False,False,normal,0.0,9.79411252620839,rest
11706,1.1705999999998875,0.0,0.0,False,False,normal,0.0,9.794962063198229,rest
11707,1.1706999999998875,0.0,0.0,False,False,normal,0.0,9.795815412963721,rest
11708,1.1707999999998875,0.0,0.0,False,False,normal,0.0,9.79667296945674,rest
11709,1.1708999999998875,0.0,0.0,False,False,normal,0.0,9.797534264045904,rest
11710,1.1709999999998875,0.0,0.0,False,False,normal,0.0,9.798399008639274,rest
11711,1.1710999999998875,0.0,0.0,False,False,normal,0.0,9.799267003984085,rest
11712,1.1711999999998874,0.0,0.0,False,False,normal,0.0,9.800138021635101,rest
11713,1.1712999999998874,0.0,0.0,False,False,normal,0.0,9.80101178284468,rest
11714,1.1713999999998874,0.0,0.0,False,False,normal,0.0,9.801887996172919,rest
11715,1.1714999999998874,0.0,0.0,False,False,normal,0.0,9.802766410961418,rest
11716,1.1715999999998874,0.0,0.0,False,False,normal,0.0,9.803646100952474,rest
11717,1.1716999999998874,0.0,0.0,False,False,normal,0.0,9.804526514640502,rest
11718,1.1717999999998874,0.0,0.0,False,False,normal,0.0,9.805407528259103,rest
11719,1.1718999999998874,0.0,0.0,False,False,normal,0.0,9.806289320520648,rest
11720,1.1719999999998874,0.0,0.0,False,False,normal,0.0,9.807172236211791,rest
11721,1.1720999999998873,0.0,0.0,False,False,normal,0.0,9.808056666902084,rest
11722,1.1721999999998873,0.0,0.0,False,False,normal,0.0,9.808941832689973,rest
11723,1.1722999999998873,0.0,0.0,False,False,normal,0.0,9.809827161872134,rest
11724,1.1723999999998873,0.0,0.0,False,False,normal,0.0,9.810712240658184,rest
11725,1.1724999999998873,0.0,0.0,False,False,normal,0.0,9.811596754564649,rest
11726,1.1725999999998873,0.0,0.0,False,False,normal,0.0,9.81248050089068,rest
11727,1.1726999999998873,0.0,0.0,False,False,normal,0.0,9.81336382954251,rest
11728,1.1727999999998873,0.0,0.0,False,False,normal,0.0,9.814246055481322,rest
11729,1.1728999999998873,0.0,0.0,False,False,normal,0.0,9.815126894775286,rest
11730,1.1729999999998872,0.0,0.0,False,False,normal,0.0,9.816006483335473,rest
11731,1.1730999999998872,0.0,0.0,False,False,normal,0.0,9.816885208758567,rest
11732,1.1731999999998872,0.0,0.0,False,False,normal,0.0,9.817763552365143,rest
11733,1.1732999999998872,0.0,0.0,False,False,normal,0.0,9.818641967807418,rest
11734,1.1733999999998872,0.0,0.0,False,False,normal,0.0,9.81951963995806,rest
11735,1.1734999999998872,0.0,0.0,False,False,normal,0.0,9.820395946905812,rest
11736,1.1735999999998872,0.0,0.0,False,False,normal,0.0,9.821270454205738,rest
11737,1.1736999999998872,0.0,0.0,False,False,normal,0.0,9.822142870248607,rest
11738,1.1737999999998872,0.0,0.0,False,False,normal,0.0,9.823013046568125,rest
11739,1.1738999999998871,0.0,0.0,False,False,normal,0.0,9.823881505956475,rest
11740,1.1739999999998871,0.0,0.0,False,False,normal,0.0,9.82474771717097,rest
11741,1.1740999999998871,0.0,0.0,False,False,normal,0.0,9.825611504171185,rest
11742,1.1741999999998871,0.0,0.0,False,False,normal,0.0,9.826473070807104,rest
11743,1.174299999999887,0.0,0.0,False,False,normal,0.0,9.827332846326836,rest
11744,1.174399999999887,0.0,0.0,False,False,normal,0.0,9.828191327923793,rest
11745,1.174499999999887,0.0,0.0,False,False,normal,0.0,9.829048972613839,rest
11746,1.174599999999887,0.0,0.0,False,False,normal,0.0,9.82990504300113,rest
11747,1.174699999999887,0.0,0.0,False,False,normal,0.0,9.830758941107828,rest
11748,1.174799999999887,0.0,0.0,False,False,normal,0.0,9.83161022032822,rest
11749,1.174899999999887,0.0,0.0,False,False,normal,0.0,9.83245856289196,rest
11750,1.174999999999887,0.0,0.0,False,False,normal,0.0,9.833303794199184,rest
11751,1.175099999999887,0.0,0.0,False,False,normal,0.0,9.834146498407204,rest
11752,1.175199999999887,0.0,0.0,False,False,normal,0.0,9.834987403802284,rest
11753,1.175299999999887,0.0,0.0,False,False,normal,0.0,9.835826287926821,rest
11754,1.175399999999887,0.0,0.0,False,False,normal,0.0,9.836662653653413,rest
11755,1.175499999999887,0.0,0.0,False,False,normal,0.0,9.837496271784623,rest
11756,1.175599999999887,0.0,0.0,False,False,normal,0.0,9.838326703619334,rest
11757,1.175699999999887,0.0,0.0,False,False,normal,0.0,9.839153387287753,rest
11758,1.175799999999887,0.0,0.0,False,False,normal,0.0,9.839975790960352,rest
11759,1.175899999999887,0.0,0.0,False,False,normal,0.0,9.840793561649546,rest
11760,1.175999999999887,0.0,0.0,False,False,normal,0.0,9.841606617070166,rest
11761,1.176099999999887,0.0,0.0,False,False,normal,0.0,9.842415161912543,rest
11762,1.176199999999887,0.0,0.0,False,False,normal,0.0,9.843218853956454,rest
11763,1.1762999999998869,0.0,0.0,False,False,normal,0.0,9.844017592663706,rest
11764,1.1763999999998869,0.0,0.0,False,False,normal,0.0,9.844811436821661,rest
11765,1.1764999999998869,0.0,0.0,False,False,normal,0.0,9.845600508315544,rest
11766,1.1765999999998868,0.0,0.0,False,False,normal,0.0,9.846384967555407,rest
11767,1.1766999999998868,0.0,0.0,False,False,normal,0.0,9.84716502565879,rest
11768,1.1767999999998868,0.0,0.0,False,False,normal,0.0,9.847940962426328,rest
11769,1.1768999999998868,0.0,0.0,False,False,normal,0.0,9.848713118822744,rest
11770,1.1769999999998868,0.0,0.0,False,False,normal,0.0,9.849481559645042,rest
11771,1.1770999999998868,0.0,0.0,False,False,normal,0.0,9.850246301939933,rest
11772,1.1771999999998868,0.0,0.0,False,False,normal,0.0,9.85100727842264,rest
11773,1.1772999999998868,0.0,0.0,False,False,normal,0.0,9.851764350658803,rest
11774,1.1773999999998868,0.0,0.0,False,False,normal,0.0,9.852517372410912,rest
11775,1.1774999999998867,0.0,0.0,False,False,normal,0.0,9.853266261731411,rest
11776,1.1775999999998867,0.0,0.0,False,False,normal,0.0,9.854011050986974,rest
11777,1.1776999999998867,0.0,0.0,False,False,normal,0.0,9.854751900891527,rest
11778,1.1777999999998867,0.0,0.0,False,False,normal,0.0,9.85548923113337,rest
11779,1.1778999999998867,0.0,0.0,False,False,normal,0.0,9.856223236483691,rest
11780,1.1779999999998867,0.0,0.0,False,False,normal,0.0,9.85695390562985,rest
11781,1.1780999999998867,0.0,0.0,False,False,normal,0.0,9.857681053000114,rest
11782,1.1781999999998867,0.0,0.0,False,False,normal,0.0,9.858404367816844,rest
11783,1.1782999999998867,0.0,0.0,False,False,normal,0.0,9.85912347656406,rest
11784,1.1783999999998866,0.0,0.0,False,False,normal,0.0,9.859838007650099,rest
11785,1.1784999999998866,0.0,0.0,False,False,normal,0.0,9.860547646614656,rest
11786,1.1785999999998866,0.0,0.0,False,False,normal,0.0,9.861252173492929,rest
11787,1.1786999999998866,0.0,0.0,False,False,normal,0.0,9.861951430942794,rest
11788,1.1787999999998866,0.0,0.0,False,False,normal,0.0,9.862646206009149,rest
11789,1.1788999999998866,0.0,0.0,False,False,normal,0.0,9.863337009688703,rest
11790,1.1789999999998866,0.0,0.0,False,False,normal,0.0,9.864024052265348,rest
11791,1.1790999999998866,0.0,0.0,False,False,normal,0.0,9.864707278996699,rest
11792,1.1791999999998866,0.0,0.0,False,False,normal,0.0,9.865386442187905,rest
11793,1.1792999999998866,0.0,0.0,False,False,normal,0.0,9.866061377689428,rest
11794,1.1793999999998865,0.0,0.0,False,False,normal,0.0,9.86673162016243,rest
11795,1.1794999999998865,0.0,0.0,False,False,normal,0.0,9.867397095477612,rest
11796,1.1795999999998865,0.0,0.0,False,False,normal,0.0,9.868058052497165,rest
11797,1.1796999999998865,0.0,0.0,False,False,normal,0.0,9.868714935088864,rest
11798,1.1797999999998865,0.0,0.0,False,False,normal,0.0,9.869368262066983,rest
11799,1.1798999999998865,0.0,0.0,False,False,normal,0.0,9.870018525324122,rest
11800,1.1799999999998865,0.0,0.0,False,False,normal,0.0,9.870666115896295,rest
11801,1.1800999999998865,0.0,0.0,False,False,normal,0.0,9.871311249742444,rest
11802,1.1801999999998865,0.0,0.0,False,False,normal,0.0,9.871953940345069,rest
11803,1.1802999999998864,0.0,0.0,False,False,normal,0.0,9.872593475428475,rest
11804,1.1803999999998864,0.0,0.0,False,False,normal,0.0,9.873229418965243,rest
11805,1.1804999999998864,0.0,0.0,False,False,normal,0.0,9.873861627379116,rest
11806,1.1805999999998864,0.0,0.0,False,False,normal,0.0,9.874490182572057,rest
11807,1.1806999999998864,0.0,0.0,False,False,normal,0.0,9.875115306566592,rest
11808,1.1807999999998864,0.0,0.0,False,False,normal,0.0,9.875737271769562,rest
11809,1.1808999999998864,0.0,0.0,False,False,normal,0.0,9.876355680038754,rest
11810,1.1809999999998864,0.0,0.0,False,False,normal,0.0,9.876970587587984,rest
11811,1.1810999999998864,0.0,0.0,False,False,normal,0.0,9.877582041188615,rest
11812,1.1811999999998863,0.0,0.0,False,False,normal,0.0,9.878189972414098,rest
11813,1.1812999999998863,0.0,0.0,False,False,normal,0.0,9.878790193558528,rest
11814,1.1813999999998863,0.0,0.0,False,False,normal,0.0,9.879379312501271,rest
11815,1.1814999999998863,0.0,0.0,False,False,normal,0.0,9.879956146087851,rest
11816,1.1815999999998863,0.0,0.0,False,False,normal,0.0,9.880520390485945,rest
11817,1.1816999999998863,0.0,0.0,False,False,normal,0.0,9.881072159630579,rest
11818,1.1817999999998863,0.0,0.0,False,False,normal,0.0,9.88161208624877,rest
11819,1.1818999999998863,0.0,0.0,False,False,normal,0.0,9.882140792284087,rest
11820,1.1819999999998863,0.0,0.0,False,False,normal,0.0,9.882656563060552,rest
11821,1.1820999999998862,0.0,0.0,False,False,normal,0.0,9.883157093358129,rest
11822,1.1821999999998862,0.0,0.0,False,False,normal,0.0,9.88364069225649,rest
11823,1.1822999999998862,0.0,0.0,False,False,normal,0.0,9.884106286885855,rest
11824,1.1823999999998862,0.0,0.0,False,False,normal,0.0,9.884553684410632,rest
11825,1.1824999999998862,0.0,0.0,False,False,normal,0.0,9.884983099680843,rest
11826,1.1825999999998862,0.0,0.0,False,False,normal,0.0,9.885394735957261,rest
11827,1.1826999999998862,0.0,0.0,False,False,normal,0.0,9.885788412497952,rest
11828,1.1827999999998862,0.0,0.0,False,False,normal,0.0,9.886163186449714,rest
11829,1.1828999999998862,0.0,0.0,False,False,normal,0.0,9.886518385918977,rest
11830,1.1829999999998861,0.0,0.0,False,False,normal,0.0,9.886853800606389,rest
11831,1.1830999999998861,0.0,0.0,False,False,normal,0.0,9.887169346364777,rest
11832,1.1831999999998861,0.0,0.0,False,False,normal,0.0,9.887465098204133,rest
11833,1.183299999999886,0.0,0.0,False,False,normal,0.0,9.887741434244564,rest
11834,1.183399999999886,0.0,0.0,False,False,normal,0.0,9.887998766333348,rest
11835,1.183499999999886,0.0,0.0,False,False,normal,0.0,9.888237566017231,rest
11836,1.183599999999886,0.0,0.0,False,False,normal,0.0,9.888458682975958,rest
11837,1.183699999999886,0.0,0.0,False,False,normal,0.0,9.888663023918902,rest
11838,1.183799999999886,0.0,0.0,False,False,normal,0.0,9.888851410315215,rest
11839,1.183899999999886,0.0,0.0,False,False,normal,0.0,9.889024427348048,rest
11840,1.183999999999886,0.0,0.0,False,False,normal,0.0,9.889182669239645,rest
11841,1.184099999999886,0.0,0.0,False,False,normal,0.0,9.889327285887259,rest
11842,1.184199999999886,0.0,0.0,False,False,normal,0.0,9.889459526174425,rest
11843,1.184299999999886,0.0,0.0,False,False,normal,0.0,9.88958051735873,rest
11844,1.184399999999886,0.0,0.0,False,False,normal,0.0,9.88969085533648,rest
11845,1.184499999999886,0.0,0.0,False,False,normal,0.0,9.889790994630964,rest
11846,1.184599999999886,0.0,0.0,False,False,normal,0.0,9.889881954874985,rest
11847,1.184699999999886,0.0,0.0,False,False,normal,0.0,9.889964893793735,rest
11848,1.184799999999886,0.0,0.0,False,False,normal,0.0,9.890040848659766,rest
11849,1.184899999999886,0.0,0.0,False,False,normal,0.0,9.890110112226505,rest
11850,1.184999999999886,0.0,0.0,False,False,normal,0.0,9.890173429130025,rest
11851,1.185099999999886,0.0,0.0,False,False,normal,0.0,9.89023162115416,rest
11852,1.185199999999886,0.0,0.0,False,False,normal,0.0,9.89028477331574,rest
11853,1.185299999999886,0.0,0.0,False,False,normal,0.0,9.890333476503391,rest
11854,1.1853999999998859,0.0,0.0,False,False,normal,0.0,9.89037844710973,rest
11855,1.1854999999998859,0.0,0.0,False,False,normal,0.0,9.890419638856638,rest
11856,1.1855999999998859,0.0,0.0,False,False,normal,0.0,9.890457569862463,rest
11857,1.1856999999998858,0.0,0.0,False,False,normal,0.0,9.890492923805102,rest
11858,1.1857999999998858,0.0,0.0,False,False,normal,0.0,9.890526304880241,rest
11859,1.1858999999998858,0.0,0.0,False,False,normal,0.0,9.890557527942624,rest
11860,1.1859999999998858,0.0,0.0,False,False,normal,0.0,9.89058625209111,rest
11861,1.1860999999998858,0.0,0.0,False,False,normal,0.0,9.89061290908841,rest
11862,1.1861999999998858,0.0,0.0,False,False,normal,0.0,9.890638234277926,rest
11863,1.1862999999998858,0.0,0.0,False,False,normal,0.0,9.890662965072567,rest
11864,1.1863999999998858,0.0,0.0,False,False,normal,0.0,9.890686946641882,rest
11865,1.1864999999998858,0.0,0.0,False,False,normal,0.0,9.890710659852454,rest
11866,1.1865999999998857,0.0,0.0,False,False,normal,0.0,9.890734794514021,rest
11867,1.1866999999998857,0.0,0.0,False,False,normal,0.0,9.89075914759448,rest
11868,1.1867999999998857,0.0,0.0,False,False,normal,0.0,9.890784203176445,rest
11869,1.1868999999998857,0.0,0.0,False,False,normal,0.0,9.890810690891321,rest
11870,1.1869999999998857,0.0,0.0,False,False,normal,0.0,9.890839302945308,rest
11871,1.1870999999998857,0.0,0.0,False,False,normal,0.0,9.890869728855705,rest
11872,1.1871999999998857,0.0,0.0,False,False,normal,0.0,9.890901445843815,rest
11873,1.1872999999998857,0.0,0.0,False,False,normal,0.0,9.89093480944418,rest
11874,1.1873999999998857,0.0,0.0,False,False,normal,0.0,9.890970545769523,rest
11875,1.1874999999998856,0.0,0.0,False,False,normal,0.0,9.891009418260147,rest
11876,1.1875999999998856,0.0,0.0,False,False,normal,0.0,9.891051081279368,rest
11877,1.1876999999998856,0.0,0.0,False,False,normal,0.0,9.89109593129504,rest
11878,1.1877999999998856,0.0,0.0,False,False,normal,0.0,9.891144642250973,rest
11879,1.1878999999998856,0.0,0.0,False,False,normal,0.0,9.891197865862418,rest
11880,1.1879999999998856,0.0,0.0,False,False,normal,0.0,9.89125507255725,rest
11881,1.1880999999998856,0.0,0.0,False,False,normal,0.0,9.891315470403326,rest
11882,1.1881999999998856,0.0,0.0,False,False,normal,0.0,9.891379306060582,rest
11883,1.1882999999998856,0.0,0.0,False,False,normal,0.0,9.8914473061767,rest
11884,1.1883999999998855,0.0,0.0,False,False,normal,0.0,9.891520294904426,rest
11885,1.1884999999998855,0.0,0.0,False,False,normal,0.0,9.89159896927955,rest
11886,1.1885999999998855,0.0,0.0,False,False,normal,0.0,9.891682611376961,rest
11887,1.1886999999998855,0.0,0.0,False,False,normal,0.0,9.891770183100887,rest
11888,1.1887999999998855,0.0,0.0,False,False,normal,0.0,9.891861787445722,rest
11889,1.1888999999998855,0.0,0.0,False,False,normal,0.0,9.891958081887507,rest
11890,1.1889999999998855,0.0,0.0,False,False,normal,0.0,9.89205986862208,rest
11891,1.1890999999998855,0.0,0.0,False,False,normal,0.0,9.892167847165442,rest
11892,1.1891999999998855,0.0,0.0,False,False,normal,0.0,9.89228109677754,rest
11893,1.1892999999998854,0.0,0.0,False,False,normal,0.0,9.892398333121765,rest
11894,1.1893999999998854,0.0,0.0,False,False,normal,0.0,9.892519544612373,rest
11895,1.1894999999998854,0.0,0.0,False,False,normal,0.0,9.892645365318634,rest
11896,1.1895999999998854,0.0,0.0,False,False,normal,0.0,9.892776628151775,rest
11897,1.1896999999998854,0.0,0.0,False,False,normal,0.0,9.892914088209041,rest
11898,1.1897999999998854,0.0,0.0,False,False,normal,0.0,9.893056651544681,rest
11899,1.1898999999998854,0.0,0.0,False,False,normal,0.0,9.893204225292688,rest
11900,1.1899999999998854,0.0,0.0,False,False,normal,0.0,9.893357191729317,rest
11901,1.1900999999998854,0.0,0.0,False,False,normal,0.0,9.893516037764178,rest
11902,1.1901999999998853,0.0,0.0,False,False,normal,0.0,9.893679474933455,rest
11903,1.1902999999998853,0.0,0.0,False,False,normal,0.0,9.893847295877684,rest
11904,1.1903999999998853,0.0,0.0,False,False,normal,0.0,9.894019832996626,rest
11905,1.1904999999998853,0.0,0.0,False,False,normal,0.0,9.894197571072485,rest
11906,1.1905999999998853,0.0,0.0,False,False,normal,0.0,9.894380917052016,rest
11907,1.1906999999998853,0.0,0.0,False,False,normal,0.0,9.894568414389767,rest
11908,1.1907999999998853,0.0,0.0,False,False,normal,0.0,9.894758247570477,rest
11909,1.1908999999998853,0.0,0.0,False,False,normal,0.0,9.894950102987703,rest
11910,1.1909999999998853,0.0,0.0,False,False,normal,0.0,9.895144486470537,rest
11911,1.1910999999998853,0.0,0.0,False,False,normal,0.0,9.895342230491934,rest
11912,1.1911999999998852,0.0,0.0,False,False,normal,0.0,9.895544175623582,rest
11913,1.1912999999998852,0.0,0.0,False,False,normal,0.0,9.89575097502611,rest
11914,1.1913999999998852,0.0,0.0,False,False,normal,0.0,9.895961178576806,rest
11915,1.1914999999998852,0.0,0.0,False,False,normal,0.0,9.896172932143877,rest
11916,1.1915999999998852,0.0,0.0,False,False,normal,0.0,9.896385934770315,rest
11917,1.1916999999998852,0.0,0.0,False,False,normal,0.0,9.896600729636651,rest
11918,1.1917999999998852,0.0,0.0,False,False,normal,0.0,9.896818195630422,rest
11919,1.1918999999998852,0.0,0.0,False,False,normal,0.0,9.897039217707345,rest
11920,1.1919999999998852,0.0,0.0,False,False,normal,0.0,9.897264483043648,rest
11921,1.1920999999998851,0.0,0.0,False,False,normal,0.0,9.897492491097847,rest
11922,1.1921999999998851,0.0,0.0,False,False,normal,0.0,9.897722881371,rest
11923,1.1922999999998851,0.0,0.0,False,False,normal,0.0,9.897955853728535,rest
11924,1.192399999999885,0.0,0.0,False,False,normal,0.0,9.898191777835562,rest
11925,1.192499999999885,0.0,0.0,False,False,normal,0.0,9.898430964269755,rest
11926,1.192599999999885,0.0,0.0,False,False,normal,0.0,9.898671776608277,rest
11927,1.192699999999885,0.0,0.0,False,False,normal,0.0,9.898913751183835,rest
11928,1.192799999999885,0.0,0.0,False,False,normal,0.0,9.899157011592285,rest
11929,1.192899999999885,0.0,0.0,False,False,normal,0.0,9.899401883105394,rest
11930,1.192999999999885,0.0,0.0,False,False,normal,0.0,9.899648665249245,rest
11931,1.193099999999885,0.0,0.0,False,False,normal,0.0,9.899895741801172,rest
11932,1.193199999999885,0.0,0.0,False,False,normal,0.0,9.900142713497162,rest
11933,1.193299999999885,0.0,0.0,False,False,normal,0.0,9.900389787131626,rest
11934,1.193399999999885,0.0,0.0,False,False,normal,0.0,9.900637380628881,rest
11935,1.193499999999885,0.0,0.0,False,False,normal,0.0,9.90088588846843,rest
11936,1.193599999999885,0.0,0.0,False,False,normal,0.0,9.901133764166254,rest
11937,1.193699999999885,0.0,0.0,False,False,normal,0.0,9.901380689748162,rest
11938,1.193799999999885,0.0,0.0,False,False,normal,0.0,9.901626943260315,rest
11939,1.193899999999885,0.0,0.0,False,False,normal,0.0,9.901872998314715,rest
11940,1.193999999999885,0.0,0.0,False,False,normal,0.0,9.902119287696522,rest
11941,1.194099999999885,0.0,0.0,False,False,normal,0.0,9.902366064822667,rest
11942,1.194199999999885,0.0,0.0,False,False,normal,0.0,9.902611750532568,rest
11943,1.194299999999885,0.0,0.0,False,False,normal,0.0,9.902855890025053,rest
11944,1.1943999999998849,0.0,0.0,False,False,normal,0.0,9.903098543216908,rest
11945,1.1944999999998849,0.0,0.0,False,False,normal,0.0,9.903339927817852,rest
11946,1.1945999999998849,0.0,0.0,False,False,normal,0.0,9.90358021984051,rest
11947,1.1946999999998849,0.0,0.0,False,False,normal,0.0,9.903817936093839,rest
11948,1.1947999999998848,0.0,0.0,False,False,normal,0.0,9.904052745723348,rest
11949,1.1948999999998848,0.0,0.0,False,False,normal,0.0,9.904284839323811,rest
11950,1.1949999999998848,0.0,0.0,False,False,normal,0.0,9.904514567898667,rest
11951,1.1950999999998848,0.0,0.0,False,False,normal,0.0,9.904742240135198,rest
11952,1.1951999999998848,0.0,0.0,False,False,normal,0.0,9.904968006027826,rest
11953,1.1952999999998848,0.0,0.0,False,False,normal,0.0,9.905190436353795,rest
